school,amount,sport,deal_description,is_social_media,date
ucberkeley,2.94,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Football,Royalty,0,2024-10-30
ucberkeley,2.69,Softball,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,19.6,Football,Royalty,0,2024-10-30
ucberkeley,2.69,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,8.82,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,3.08,Softball,Royalty,0,2024-10-30
ucberkeley,27.44,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,19.6,Football,Royalty,0,2024-10-30
ucberkeley,9.8,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,550.0,Volleyball (Beach),Social Media,1,2024-04-28
ucberkeley,150.0,Soccer (Mens),Social Media,1,2024-05-08
ucberkeley,600.0,Softball,Social Media,1,2024-11-07
ucberkeley,12.2,Football,Not Sure,0,2024-04-24
ucberkeley,2500.0,Soccer (Womens),Social Media,1,2024-04-26
ucberkeley,33.26,Soccer (Womens),Not Sure,0,2024-04-09
ucberkeley,70.0,Volleyball (Womens),Social Media,1,2024-03-30
ucberkeley,60.0,Gymnastics (Womens),Not Sure,0,2024-04-03
ucberkeley,150.0,Track and Field (Mens),Social Media,1,2024-03-07
ucberkeley,150.0,Volleyball (Womens),Social Media,1,2024-03-08
ucberkeley,15.0,Volleyball (Beach),Social Media,1,2024-04-23
ucberkeley,200.0,Soccer (Womens),Social Media,1,2024-04-26
ucberkeley,3.92,Football,Royalty,0,2024-11-01
ucberkeley,24.08,Football,Royalty,0,2024-11-01
ucberkeley,3.92,Football,Royalty,0,2024-11-01
ucberkeley,234.0,Rowing (Mens),Social Media,1,2024-08-26
ucberkeley,250.0,Volleyball (Womens),Social Media,1,2024-03-09
ucberkeley,125.0,Swimming/Diving (Mens),Social Media,1,2024-03-12
ucberkeley,1000.0,Gymnastics (Womens),Social Media,1,2024-03-17
ucberkeley,234.37,Rowing (Womens),Social Media,1,2024-03-07
ucberkeley,600.0,Softball,Social Media,1,2024-11-07
ucberkeley,100.0,Cross Country,Social Media,1,2024-03-13
ucberkeley,120.0,Volleyball (Beach),Social Media,1,2024-03-06
ucberkeley,1500.0,Basketball (Mens),Social Media,1,2024-10-30
ucberkeley,300.0,Volleyball (Womens),Social Media,1,2024-03-06
ucberkeley,300.0,Field Hockey,Social Media,1,2024-03-14
ucberkeley,500.0,Volleyball (Womens),Business Ownership/Creation,0,2024-03-05
ucberkeley,300.0,Volleyball (Womens),Social Media,1,2024-04-15
ucberkeley,150.0,Volleyball (Womens),Social Media,1,2024-03-05
ucberkeley,16667.0,Football,Social Media,1,2024-03-02
ucberkeley,2.24,Football,Royalty,0,2024-11-01
ucberkeley,7.84,Football,Royalty,0,2024-11-01
ucberkeley,3.36,Volleyball (Womens),Royalty,0,2024-11-01
ucberkeley,1.96,Football,Royalty,0,2024-11-01
ucberkeley,2.24,Volleyball (Womens),Royalty,0,2024-11-01
ucberkeley,1.12,Volleyball (Womens),Royalty,0,2024-11-01
ucberkeley,14.84,Volleyball (Womens),Royalty,0,2024-11-01
ucberkeley,2.16,Football,Royalty,0,2024-11-01
ucberkeley,600.0,Softball,Social Media,1,2024-11-07
ucberkeley,600.0,Softball,Social Media,1,2024-11-07
ucberkeley,1500.0,Soccer (Womens),Outside Employment,0,2024-08-22
ucberkeley,1000.0,Baseball,Social Media,1,2024-08-20
ucberkeley,1000.0,Baseball,Social Media,1,2024-04-17
ucberkeley,10000.0,Baseball,Social Media,1,2024-04-16
ucberkeley,650.0,Volleyball (Womens),Other,0,2024-03-05
ucberkeley,2000.0,Soccer (Womens),Outside Employment,0,2024-09-01
ucberkeley,1500.0,Soccer (Womens),Outside Employment,0,2024-09-01
ucberkeley,1200.0,Soccer (Womens),Outside Employment,0,2024-08-22
ucberkeley,500.0,Volleyball (Womens),Representation Disclosure,0,2024-03-05
ucla,1000.0,Football,Other,0,2022-04-26
ucla,35000.0,Track and Field,Other,0,2022-04-26
ucla,9000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,3000.0,Volleyball (Beach),Other,0,2022-04-26
ucla,1250.0,Volleyball (Beach),Other,0,2022-04-26
ucla,1500.0,Football,Other,0,2022-04-26
ucla,3500.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,2500.0,Basketball (Mens),Public Appearance,0,2022-06-29
ucla,5000.0,Volleyball (Womens),Other,0,2022-06-20
ucla,300.0,Football,Camps and Lessons,0,2022-06-05
ucla,300.0,Football,Camps and Lessons,0,2022-06-05
ucla,300.0,Football,Camps and Lessons,0,2022-06-05
ucla,300.0,Football,Camps and Lessons,0,2022-06-07
ucla,5000.0,Basketball (Womens),Other,0,2022-06-15
ucla,100.0,Tennis (Womens),Other,0,2022-04-26
ucla,6000.0,Basketball (Mens),Public Appearance,0,2022-06-24
ucla,15.0,Basketball (Mens),Social Media,1,2022-06-29
ucla,15.0,Basketball (Mens),Social Media,1,2022-06-29
ucla,11.01,Basketball (Mens),Social Media,1,2022-06-29
ucla,11.01,Basketball (Mens),Social Media,1,2022-06-29
ucla,750.0,Soccer (Womens),Other,0,2022-06-09
ucla,750.0,Soccer (Womens),Other,0,2022-06-09
ucla,109.6,Water Polo (Mens),Not Sure,0,2022-06-15
ucla,3500.0,Volleyball (Mens),Autographs,0,2022-06-08
ucla,15.0,Basketball (Mens),Social Media,1,2022-06-21
ucla,15.0,Basketball (Mens),Social Media,1,2022-06-09
ucla,750.0,Tennis (Womens),Other,0,2022-04-26
ucla,200.0,Tennis (Womens),Other,0,2022-04-26
ucla,2000.0,Basketball (Mens),Public Appearance,0,2022-05-13
ucla,3000.0,Basketball (Mens),Public Appearance,0,2022-05-13
ucla,850.0,Football,Other,0,2022-05-14
ucla,850.0,Football,Other,0,2022-05-14
ucla,850.0,Football,Other,0,2022-05-14
ucla,1800.0,Football,Other,0,2022-05-14
ucla,850.0,Football,Other,0,2022-05-15
ucla,800.0,Football,Other,0,2022-05-15
ucla,850.0,Football,Other,0,2022-05-15
ucla,750.0,Football,Other,0,2022-05-17
ucla,850.0,Football,Public Appearance,0,2022-05-18
ucla,750.0,Football,Other,0,2022-05-19
ucla,750.0,Football,Other,0,2022-05-20
ucla,500.0,Tennis (Womens),Other,0,2022-05-22
ucla,2000.0,Basketball (Mens),Other,0,2022-05-23
ucla,2000.0,Basketball (Mens),Public Appearance,0,2022-05-13
ucla,650.0,Football,Public Appearance,0,2022-05-14
ucla,650.0,Football,Public Appearance,0,2022-05-14
ucla,650.0,Football,Public Appearance,0,2022-05-14
ucla,1200.0,Football,Public Appearance,0,2022-05-14
ucla,650.0,Football,Public Appearance,0,2022-05-15
ucla,650.0,Football,Public Appearance,0,2022-05-15
ucla,650.0,Football,Public Appearance,0,2022-05-15
ucla,650.0,Football,Public Appearance,0,2022-05-17
ucla,650.0,Football,Public Appearance,0,2022-05-19
ucla,650.0,Football,Public Appearance,0,2022-05-19
ucla,650.0,Football,Public Appearance,0,2022-05-20
ucla,500.0,Tennis (Womens),Public Appearance,0,2022-05-22
ucla,22.5,Basketball (Mens),Social Media,1,2022-06-09
ucla,250.0,Basketball (Mens),Public Appearance,0,2022-05-20
ucla,800.0,Football,Public Appearance,0,2022-05-21
ucla,200.0,Football,Autographs,0,2022-05-18
ucla,200.0,Soccer (Mens),Autographs,0,2022-05-18
ucla,15.0,Basketball (Mens),Social Media,1,2022-05-20
ucla,22.5,Basketball (Mens),Social Media,1,2022-05-20
ucla,38000.0,Football,Social Media,1,2022-05-26
ucla,5000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,36.75,Basketball (Mens),Social Media,1,2022-05-09
ucla,22.5,Basketball (Mens),Social Media,1,2022-05-09
ucla,500.0,Swimming/Diving (Womens),Public Appearance,0,2022-04-29
ucla,200.0,Tennis (Womens),Other,0,2022-04-26
ucla,16.79,Basketball (Mens),Social Media,1,2022-04-13
ucla,15.0,Gymnastics (Womens),Social Media,1,2022-04-13
ucla,1000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,1000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,100.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,7000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,15.0,Basketball (Mens),Social Media,1,2022-03-31
ucla,30000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,6000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,15.0,Basketball (Mens),Social Media,1,2022-03-31
ucla,15.0,Basketball (Mens),Social Media,1,2022-03-31
ucla,11.01,Basketball (Mens),Social Media,1,2022-03-31
ucla,2000.0,Football,Other,0,2022-04-26
ucla,5000.0,Basketball (Mens),Other,0,2022-04-26
ucla,15.0,Basketball (Mens),Social Media,1,2022-03-31
ucla,50.0,Basketball (Mens),Other,0,2022-04-26
ucla,22.5,Basketball (Mens),Social Media,1,2022-03-16
ucla,118.12,Basketball (Mens),Social Media,1,2022-03-16
ucla,11.01,Gymnastics (Womens),Social Media,1,2022-03-16
ucla,3000.0,Football,Other,0,2022-04-26
ucla,11.01,Basketball (Mens),Social Media,1,2022-03-02
ucla,50000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,50000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,3000.0,Basketball (Womens),Other,0,2022-04-26
ucla,4000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,25000.0,Basketball (Womens),Other,0,2022-04-26
ucla,10.0,Football,Other,0,2022-04-26
ucla,50.0,Football,Other,0,2022-04-26
ucla,6000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,2000.0,Volleyball (Womens),Other,0,2022-04-26
ucla,60000.0,Softball,Other,0,2022-04-26
ucla,700.0,Football,Other,0,2022-04-26
ucla,500.0,Track and Field,Other,0,2022-04-26
ucla,8.39,Tennis (Womens),Social Media,1,2022-02-10
ucla,200.0,Football,Other,0,2022-04-26
ucla,50.0,Basketball (Womens),Other,0,2022-04-26
ucla,9750.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,150.0,Softball,Other,0,2022-04-26
ucla,1500.0,Football,Other,0,2022-04-26
ucla,1500.0,Softball,Other,0,2022-04-26
ucla,100.0,Tennis (Womens),Other,0,2022-04-26
ucla,150.0,Soccer (Womens),Other,0,2022-04-26
ucla,15.0,Basketball (Mens),Social Media,1,2022-01-12
ucla,26.24,Basketball (Mens),Social Media,1,2022-01-12
ucla,50.0,Football,Other,0,2022-04-26
ucla,7000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,5500.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,4000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,11.25,Tennis (Womens),Social Media,1,2022-01-05
ucla,6000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,11.01,Basketball (Mens),Social Media,1,2022-01-05
ucla,203.0,Basketball (Womens),Other,0,2022-04-26
ucla,89.24,Basketball (Mens),Social Media,1,2022-01-03
ucla,22.5,Gymnastics (Womens),Social Media,1,2022-01-03
ucla,15.0,Basketball (Mens),Social Media,1,2022-01-03
ucla,100.0,Baseball,Other,0,2022-04-26
ucla,250.0,Track and Field,Social Media,1,2022-01-07
ucla,200.0,Tennis (Womens),Other,0,2022-04-26
ucla,1000.0,Tennis (Womens),Other,0,2022-04-26
ucla,500.0,Basketball (Mens),Other,0,2022-04-26
ucla,400.0,Softball,Other,0,2022-04-26
ucla,100.0,Baseball,Other,0,2022-04-26
ucla,3000.0,Volleyball (Beach),Other,0,2022-04-26
ucla,250.0,Volleyball (Womens),Other,0,2022-04-26
ucla,250.0,Volleyball (Womens),Other,0,2022-04-26
ucla,250.0,Volleyball (Womens),Other,0,2022-04-26
ucla,11.01,Basketball (Mens),Social Media,1,2021-12-15
ucla,750.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,15.0,Basketball (Mens),Social Media,1,2021-12-15
ucla,51.45,Basketball (Mens),Social Media,1,2021-12-08
ucla,36.75,Basketball (Mens),Social Media,1,2021-12-15
ucla,15.75,Basketball (Mens),Social Media,1,2021-12-08
ucla,11.25,Basketball (Mens),Social Media,1,2021-12-15
ucla,15000.0,Football,Other,0,2022-04-26
ucla,1200.0,Softball,Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,500.0,Football,Other,0,2022-04-26
ucla,2500.0,Softball,Other,0,2022-04-26
ucla,2500.0,Softball,Other,0,2022-04-26
ucla,150.0,Soccer (Womens),Other,0,2022-04-26
ucla,31.5,Gymnastics (Womens),Social Media,1,2021-11-17
ucla,7000.0,Football,Other,0,2022-04-26
ucla,100.0,Football,Other,0,2022-04-26
ucla,100.0,Football,Other,0,2022-04-26
ucla,51.45,Basketball (Mens),Social Media,1,2021-11-08
ucla,30.0,Gymnastics (Womens),Social Media,1,2021-11-08
ucla,15.0,Basketball (Mens),Social Media,1,2021-11-08
ucla,2000.0,Football,Other,0,2022-04-26
ucla,40000.0,Football,Other,0,2022-04-26
ucla,6000.0,Basketball (Mens),Other,0,2022-04-26
ucla,12500.0,Basketball (Mens),Other,0,2022-04-26
ucla,50.0,Baseball,Other,0,2022-04-26
ucla,5000.0,Basketball (Mens),Other,0,2022-04-26
ucla,3000.0,Basketball (Womens),Other,0,2022-04-26
ucla,5000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,7500.0,Basketball (Mens),Other,0,2022-04-26
ucla,1000.0,Basketball (Womens),Other,0,2022-04-26
ucla,1100.0,Softball,Other,0,2022-04-26
ucla,500.0,Track and Field,Other,0,2022-04-26
ucla,10000.0,Basketball (Mens),Other,0,2022-04-26
ucla,1000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,21.0,Gymnastics (Womens),Social Media,1,2021-10-06
ucla,5000.0,Cross Country,Other,0,2022-04-26
ucla,200.0,Football,Other,0,2022-04-26
ucla,135.0,Tennis (Mens),Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,10312.0,Football,Other,0,2022-04-26
ucla,500.0,Track and Field,Other,0,2022-04-26
ucla,500.0,Track and Field,Other,0,2022-04-26
ucla,157.5,Basketball (Mens),Social Media,1,2021-09-21
ucla,25000.0,Football,Other,0,2022-04-26
ucla,500.0,Football,Other,0,2022-04-26
ucla,10000.0,Basketball (Mens),Other,0,2022-04-26
ucla,10000.0,Basketball (Mens),Other,0,2022-04-26
ucla,15.0,Track and Field,Other,0,2022-04-26
ucla,200.0,Softball,Other,0,2022-04-26
ucla,200.0,Water Polo (Mens),Other,0,2022-04-26
ucla,10000.0,Football,Other,0,2022-04-26
ucla,30.0,Water Polo (Mens),Other,0,2022-04-26
ucla,15.0,Tennis (Mens),Other,0,2022-04-26
ucla,3600.0,Softball,Other,0,2022-04-26
ucla,500.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,4000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,1200.0,Softball,Other,0,2022-04-26
ucla,100.0,Football,Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,40.0,Volleyball (Womens),Other,0,2022-04-26
ucla,150.0,Football,Other,0,2022-04-26
ucla,1000.0,Volleyball (Womens),Other,0,2022-04-26
ucla,75.0,Football,Other,0,2022-04-26
ucla,3000.0,Volleyball (Womens),Other,0,2022-04-26
ucla,60.0,Water Polo (Mens),Other,0,2022-04-26
ucla,10.0,Baseball,Other,0,2022-04-26
ucla,100.0,Water Polo (Mens),Other,0,2022-04-26
ucla,100.0,Football,Other,0,2022-04-26
ucla,250.0,Soccer (Womens),Other,0,2022-04-26
ucla,7.0,Football,Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,2400.0,Volleyball (Womens),Other,0,2022-04-26
ucla,80.0,Rowing (Womens),Other,0,2022-04-26
ucla,500.0,Football,Other,0,2022-04-26
ucla,35.0,Basketball (Mens),Other,0,2022-04-26
ucla,85.0,Baseball,Other,0,2022-04-26
ucla,85000.0,Football,Other,0,2022-04-26
ucla,50.0,Basketball (Mens),Other,0,2022-04-26
ucla,100.0,Baseball,Other,0,2022-04-26
ucla,250.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,2500.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,3000.0,Track and Field,Other,0,2022-04-26
ucla,60.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,30.0,Tennis (Womens),Other,0,2022-04-26
ucla,500.0,Football,Other,0,2022-04-26
ucla,1500.0,Football,Other,0,2022-04-26
ucla,250.0,Basketball (Womens),Other,0,2022-04-26
ucla,3000.0,Tennis (Mens),Other,0,2022-04-26
ucla,200.0,Football,Other,0,2022-04-26
ucla,1000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,750.0,Tennis (Womens),Other,0,2022-04-26
ucla,25000.0,Soccer (Womens),Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,1000.0,Football,Other,0,2022-04-26
ucla,13000.0,Basketball (Mens),Other,0,2022-04-26
ucla,10000.0,Football,Other,0,2022-04-26
ucla,5000.0,Gymnastics (Womens),Other,0,2022-04-26
ucla,10000.0,Basketball (Mens),Social Media,1,2023-03-15
ucla,5000.0,Football,Social Media,1,2023-05-18
ucla,500.0,Baseball,Social Media,1,2023-01-26
ucla,600.0,Basketball (Womens),Social Media,1,2023-06-21
ucla,35000.0,Basketball (Womens),Other,0,2023-06-10
ucla,500.0,Volleyball (Beach),Social Media,1,2023-06-12
ucla,1700.0,Basketball (Womens),Social Media,1,2023-06-12
ucla,4600.0,Volleyball (Mens),Social Media,1,2023-06-09
ucla,3575.0,Gymnastics (Womens),Other,0,2023-06-07
ucla,5000.0,Gymnastics (Womens),Public Appearance,0,2023-06-07
ucla,2000.0,Gymnastics (Womens),Social Media,1,2023-06-07
ucla,8500.0,Basketball (Womens),Social Media,1,2023-06-14
ucla,72.0,Water Polo (Womens),Social Media,1,2023-06-06
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,General,Social Media,1,2023-06-02
ucla,1000.0,General,Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-03
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-03
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-04
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-04
ucla,1000.0,Volleyball (Mens),Social Media,1,2023-06-04
ucla,11.01,Basketball (Mens),Social Media,1,2023-06-14
ucla,4500.0,Volleyball (Mens),Social Media,1,2023-06-02
ucla,250.0,Football,Social Media,1,2023-05-31
ucla,22.5,Basketball (Mens),Social Media,1,2023-06-06
ucla,15.0,Basketball (Mens),Social Media,1,2023-06-06
ucla,100.0,Basketball (Womens),Social Media,1,2023-05-29
ucla,5730.0,Football,Camps and Lessons,0,2023-05-22
ucla,57.74,Basketball (Mens),Social Media,1,2023-05-26
ucla,11.01,Basketball (Mens),Social Media,1,2023-05-26
ucla,57.74,Basketball (Mens),Social Media,1,2023-05-26
ucla,500.0,Volleyball (Mens),Autographs,0,2023-05-15
ucla,300.0,Basketball (Womens),Public Appearance,0,2023-05-15
ucla,1000.0,Basketball (Womens),Social Media,1,2023-05-15
ucla,3000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,75000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,17000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,25000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,3500.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,6700.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,8000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,35000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,40000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,85000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,5000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,4500.0,Gymnastics (Womens),Public Appearance,0,2023-05-10
ucla,10000.0,Gymnastics (Womens),Camps and Lessons,0,2023-05-10
ucla,450.0,Gymnastics (Womens),Public Appearance,0,2023-05-10
ucla,25000.0,Gymnastics (Womens),Social Media,1,2023-05-10
ucla,15.0,Basketball (Mens),Social Media,1,2023-05-16
ucla,15.0,Basketball (Mens),Social Media,1,2023-05-16
ucla,5000.0,Basketball (Womens),Social Media,1,2023-03-15
ucla,5000.0,Basketball (Womens),Social Media,1,2023-03-15
ucla,500.0,Gymnastics (Womens),Social Media,1,2023-04-05
ucla,500.0,Track and Field,Social Media,1,2023-04-05
ucla,50.0,Cross Country,Other,0,2023-04-29
ucla,34.0,Gymnastics (Womens),Social Media,1,2023-04-28
ucla,80.0,Water Polo (Womens),Social Media,1,2023-04-26
ucla,150000.0,Basketball (Womens),Social Media,1,2023-06-14
ucla,75.0,Basketball (Mens),Social Media,1,2023-04-28
ucla,22.5,Basketball (Mens),Social Media,1,2023-04-28
ucla,4000.0,Gymnastics (Womens),Social Media,1,2023-04-18
ucla,49.41,Track and Field,Social Media,1,2023-04-09
ucla,1000.0,Basketball (Womens),Social Media,1,2023-04-06
ucla,200.0,Basketball (Womens),Social Media,1,2023-04-06
ucla,15.0,Basketball (Mens),Social Media,1,2023-04-05
ucla,1250.0,Basketball (Womens),Public Appearance,0,2023-06-22
ucla,200.0,Basketball (Womens),Social Media,1,2023-03-30
ucla,200.0,Basketball (Womens),Social Media,1,2023-03-30
ucla,200.0,Basketball (Womens),Social Media,1,2023-03-30
ucla,1000.0,Basketball (Womens),Social Media,1,2023-03-28
ucla,11.01,Basketball (Mens),Social Media,1,2023-03-29
ucla,84000.0,Football,Other,0,2023-03-27
ucla,30000.0,Football,Other,0,2023-03-27
ucla,83.99,Basketball (Mens),Social Media,1,2023-03-29
ucla,200.0,Softball,Social Media,1,2023-03-22
ucla,1000.0,Basketball (Womens),Social Media,1,2023-03-24
ucla,1000.0,Basketball (Womens),Social Media,1,2023-03-24
ucla,10000.0,Basketball (Womens),Social Media,1,2023-03-23
ucla,10000.0,Basketball (Mens),Social Media,1,2023-03-23
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-29
ucla,250.0,Basketball (Womens),Social Media,1,2023-03-22
ucla,5000.0,Basketball (Womens),Business Ownership/Creation,0,2023-03-22
ucla,250.0,Football,Social Media,1,2023-03-20
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-22
ucla,500.0,Volleyball (Womens),Social Media,1,2023-01-26
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,15.0,Basketball (Mens),Social Media,1,2023-03-22
ucla,15.0,Basketball (Mens),Social Media,1,2023-03-22
ucla,250.0,Baseball,Social Media,1,2023-03-16
ucla,250.0,Baseball,Social Media,1,2023-03-17
ucla,11.01,Basketball (Mens),Social Media,1,2023-03-20
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,250.0,Football,Social Media,1,2023-03-14
ucla,11.01,Basketball (Mens),Social Media,1,2023-03-20
ucla,1090.0,Volleyball (Womens),Social Media,1,2023-03-13
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,500.0,Volleyball (Womens),Social Media,1,2023-03-09
ucla,16.26,Basketball (Mens),Social Media,1,2023-03-20
ucla,5000.0,Basketball (Womens),Social Media,1,2023-03-21
ucla,20000.0,Baseball,Outside Employment,0,2023-03-06
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,4000.0,Basketball (Mens),Other,0,2023-05-04
ucla,18000.0,Basketball (Womens),Social Media,1,2023-03-21
ucla,115.0,Cross Country,Not Sure,0,2023-03-02
ucla,3000.0,Basketball (Mens),Social Media,1,2023-03-15
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,1000.0,Basketball (Mens),Other,0,2023-05-04
ucla,5000.0,Basketball (Mens),Other,0,2023-05-04
ucla,5000.0,Basketball (Mens),Other,0,2023-05-04
ucla,5000.0,Basketball (Mens),Other,0,2023-05-04
ucla,5000.0,Basketball (Mens),Other,0,2023-05-04
ucla,500.0,Basketball (Mens),Other,0,2023-05-04
ucla,500.0,Basketball (Mens),Other,0,2023-05-04
ucla,500.0,Basketball (Mens),Other,0,2023-05-04
ucla,10000.0,Basketball (Womens),Social Media,1,2023-02-27
ucla,5000.0,Basketball (Womens),Social Media,1,2023-02-27
ucla,5000.0,Basketball (Womens),Social Media,1,2023-02-27
ucla,15000.0,Basketball (Mens),Social Media,1,2023-02-27
ucla,4000.0,Basketball (Mens),Social Media,1,2023-02-27
ucla,4000.0,Basketball (Mens),Social Media,1,2023-02-27
ucla,2500.0,Basketball (Mens),Social Media,1,2023-02-27
ucla,3000.0,Basketball (Mens),Social Media,1,2023-02-27
ucla,22.5,Basketball (Mens),Social Media,1,2023-03-01
ucla,300.0,Football,Public Appearance,0,2023-02-21
ucla,11.01,Basketball (Mens),Social Media,1,2023-02-22
ucla,1300.0,Football,Social Media,1,2023-02-18
ucla,43.39,Track and Field,Social Media,1,2023-02-15
ucla,500.0,Basketball (Womens),Social Media,1,2023-02-16
ucla,112.5,Basketball (Mens),Social Media,1,2023-02-22
ucla,75.0,Basketball (Mens),Social Media,1,2023-02-22
ucla,12000.0,Volleyball (Beach),Other,0,2023-02-01
